flight_id,flight_date,aircraft_registration,route_id,origin,destination,left_engine_serial_number,right_engine_serial_number,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,flight_duration_min,block_hours,air_hours,flight_cycles,weather,delay_minutes,flight_status
15305,2025-02-27,VT-JAA022,R001,DEL,BOM,ESN700045,ESN700046,2025-02-27 04:00:00,2025-02-27 05:53:00,2025-02-27 06:05:00,2025-02-27 07:58:00,125,2.0833333333333335,2.0833333333333335,1,FOG,113,COMPLETED
15306,2025-02-12,VT-JAA022,R004,DEL,MAA,ESN700045,ESN700046,2025-02-12 10:00:00,2025-02-12 11:31:00,2025-02-12 12:50:00,2025-02-12 14:21:00,170,2.8333333333333335,2.8333333333333335,1,STORM,91,DELAYED
15307,2025-07-16,VT-JAA013,R028,MAA,CCU,ESN700028,ESN700029,2025-07-16 09:00:00,2025-07-16 09:00:00,2025-07-16 11:10:00,2025-07-16 11:10:00,130,2.1666666666666665,2.1666666666666665,1,STORM,0,COMPLETED
15308,2025-03-13,VT-JAA003,R018,BLR,COK,ESN700006,ESN700008,2025-03-13 14:00:00,2025-03-13 14:00:00,2025-03-13 14:55:00,2025-03-13 14:55:00,55,0.9166666666666666,0.9166666666666666,1,CLEAR,0,COMPLETED
15309,2025-04-01,VT-JAA022,R026,MAA,COK,ESN700045,ESN700046,2025-04-01 17:00:00,2025-04-01 17:00:00,2025-04-01 18:00:00,2025-04-01 18:00:00,60,1.0,1.0,1,STORM,0,DELAYED
15310,2025-02-06,VT-JAA016,R040,MAA,CMB,ESN700034,ESN700037,2025-02-06 16:00:00,2025-02-06 16:00:00,2025-02-06 17:15:00,2025-02-06 17:15:00,75,1.25,1.25,1,CLOUDY,0,COMPLETED
15311,2025-11-10,VT-JAA021,R019,BLR,GOX,ESN700043,ESN700044,2025-11-10 13:00:00,2025-11-10 13:00:00,2025-11-10 14:00:00,2025-11-10 14:00:00,60,1.0,1.0,1,RAIN,0,COMPLETED
15312,2025-08-25,VT-JAA003,R055,HYD,DXB,ESN700006,ESN700008,2025-08-25 12:00:00,2025-08-25 12:00:00,2025-08-25 15:40:00,2025-08-25 15:40:00,220,3.6666666666666665,3.6666666666666665,1,CLEAR,0,COMPLETED
15313,2025-10-20,VT-JAA020,R055,HYD,DXB,ESN700041,ESN700042,2025-10-20 19:00:00,2025-10-20 20:04:00,2025-10-20 22:40:00,2025-10-20 23:44:00,220,3.6666666666666665,3.6666666666666665,1,STORM,64,COMPLETED
15314,2025-06-03,VT-JAA009,R060,DEL,DOH,ESN700021,ESN700022,2025-06-03 01:00:00,2025-06-03 01:00:00,2025-06-03 04:50:00,2025-06-03 04:50:00,230,3.8333333333333335,3.8333333333333335,1,RAIN,0,COMPLETED
15315,2025-06-19,VT-JAA016,R057,CCU,BKK,ESN700034,ESN700037,2025-06-19 11:00:00,2025-06-19 11:00:00,2025-06-19 13:25:00,2025-06-19 13:25:00,145,2.4166666666666665,2.4166666666666665,1,STORM,0,DELAYED
15316,2025-09-29,VT-JAA009,R006,DEL,AMD,ESN700021,ESN700022,2025-09-29 10:00:00,2025-09-29 11:46:00,2025-09-29 11:30:00,2025-09-29 13:16:00,90,1.5,1.5,1,FOG,106,COMPLETED
15317,2025-04-20,VT-JAA014,R001,DEL,BOM,ESN700030,ESN700031,2025-04-20 18:00:00,2025-04-20 18:00:00,2025-04-20 20:05:00,2025-04-20 20:05:00,125,2.0833333333333335,2.0833333333333335,1,CLOUDY,0,DELAYED
15318,2025-05-31,VT-JAA018,R008,DEL,COK,ESN700038,ESN700040,2025-05-31 11:00:00,2025-05-31 11:58:00,2025-05-31 14:10:00,2025-05-31 15:08:00,190,3.1666666666666665,3.1666666666666665,1,FOG,58,DELAYED
15319,2025-05-11,VT-JAA014,R033,CCU,PAT,ESN700030,ESN700031,2025-05-11 03:00:00,2025-05-11 04:30:00,2025-05-11 04:00:00,2025-05-11 05:30:00,60,1.0,1.0,1,CLEAR,90,COMPLETED
15320,2025-09-25,VT-JAA024,R051,COK,DXB,ESN700049,ESN700050,2025-09-25 09:00:00,2025-09-25 09:00:00,2025-09-25 13:00:00,2025-09-25 13:00:00,240,4.0,4.0,1,RAIN,0,COMPLETED
15321,2025-01-23,VT-JAA009,R043,DEL,KTM,ESN700021,ESN700022,2025-01-23 11:00:00,2025-01-23 11:00:00,2025-01-23 12:30:00,2025-01-23 12:30:00,90,1.5,1.5,1,FOG,0,COMPLETED
15322,2025-05-19,VT-JAA027,R021,HYD,MAA,ESN700055,ESN700056,2025-05-19 06:00:00,2025-05-19 06:00:00,2025-05-19 07:00:00,2025-05-19 07:00:00,60,1.0,1.0,1,STORM,0,COMPLETED
15323,2025-11-04,VT-JAA002,R024,HYD,CCU,ESN700003,ESN700005,2025-11-04 22:00:00,2025-11-04 23:00:00,2025-11-05 00:00:00,2025-11-05 01:00:00,120,2.0,2.0,1,FOG,60,DELAYED
15324,2025-08-27,VT-JAA027,R025,HYD,AMD,ESN700055,ESN700056,2025-08-27 05:00:00,2025-08-27 05:00:00,2025-08-27 06:35:00,2025-08-27 06:35:00,95,1.5833333333333333,1.5833333333333333,1,RAIN,0,COMPLETED
15325,2025-07-11,VT-JAA003,R047,BOM,DXB,ESN700006,ESN700008,2025-07-11 07:00:00,2025-07-11 07:40:00,2025-07-11 10:00:00,2025-07-11 10:40:00,180,3.0,3.0,1,STORM,40,COMPLETED
15326,2025-05-07,VT-JAA002,R055,HYD,DXB,ESN700003,ESN700005,2025-05-07 10:00:00,2025-05-07 10:00:00,2025-05-07 13:40:00,2025-05-07 13:40:00,220,3.6666666666666665,3.6666666666666665,1,CLEAR,0,DELAYED
15327,2025-01-29,VT-JAA026,R057,CCU,BKK,ESN700053,ESN700054,2025-01-29 05:00:00,2025-01-29 06:21:00,2025-01-29 07:25:00,2025-01-29 08:46:00,145,2.4166666666666665,2.4166666666666665,1,FOG,81,CANCELLED
15328,2025-05-01,VT-JAA005,R043,DEL,KTM,ESN700012,ESN700013,2025-05-01 20:00:00,2025-05-01 20:00:00,2025-05-01 21:30:00,2025-05-01 21:30:00,90,1.5,1.5,1,CLOUDY,0,COMPLETED
15329,2025-07-17,VT-JAA023,R019,BLR,GOX,ESN700047,ESN700048,2025-07-17 02:00:00,2025-07-17 03:41:00,2025-07-17 03:00:00,2025-07-17 04:41:00,60,1.0,1.0,1,RAIN,101,CANCELLED
15330,2025-06-23,VT-JAA021,R029,MAA,GOX,ESN700043,ESN700044,2025-06-23 20:00:00,2025-06-23 20:08:00,2025-06-23 21:30:00,2025-06-23 21:38:00,90,1.5,1.5,1,CLOUDY,8,COMPLETED
15331,2025-05-24,VT-JAA003,R053,DEL,KTM,ESN700006,ESN700008,2025-05-24 19:00:00,2025-05-24 19:00:00,2025-05-24 20:30:00,2025-05-24 20:30:00,90,1.5,1.5,1,STORM,0,COMPLETED
15332,2025-06-28,VT-JAA030,R010,BOM,HYD,ESN700059,ESN700060,2025-06-28 18:00:00,2025-06-28 18:00:00,2025-06-28 19:20:00,2025-06-28 19:20:00,80,1.3333333333333333,1.3333333333333333,1,CLOUDY,0,DELAYED
15333,2025-12-23,VT-JAA020,R056,DEL,BKK,ESN700041,ESN700042,2025-12-23 00:00:00,2025-12-23 01:51:00,2025-12-23 04:10:00,2025-12-23 06:01:00,250,4.166666666666667,4.166666666666667,1,RAIN,111,COMPLETED
15334,2025-01-11,VT-JAA026,R012,BOM,CCU,ESN700053,ESN700054,2025-01-11 23:00:00,2025-01-11 23:00:00,2025-01-12 01:40:00,2025-01-12 01:40:00,160,2.6666666666666665,2.6666666666666665,1,RAIN,0,COMPLETED
15335,2025-05-19,VT-JAA030,R033,CCU,PAT,ESN700059,ESN700060,2025-05-19 03:00:00,2025-05-19 03:41:00,2025-05-19 04:00:00,2025-05-19 04:41:00,60,1.0,1.0,1,CLOUDY,41,COMPLETED
15336,2025-09-10,VT-JAA025,R056,DEL,BKK,ESN700051,ESN700052,2025-09-10 18:00:00,2025-09-10 18:00:00,2025-09-10 22:10:00,2025-09-10 22:10:00,250,4.166666666666667,4.166666666666667,1,CLOUDY,0,COMPLETED
15337,2025-12-11,VT-JAA025,R007,DEL,GOX,ESN700051,ESN700052,2025-12-11 19:00:00,2025-12-11 19:00:00,2025-12-11 21:30:00,2025-12-11 21:30:00,150,2.5,2.5,1,STORM,0,COMPLETED
15338,2025-11-10,VT-JAA016,R017,BLR,MAA,ESN700034,ESN700037,2025-11-10 16:00:00,2025-11-10 16:56:00,2025-11-10 16:50:00,2025-11-10 17:46:00,50,0.8333333333333334,0.8333333333333334,1,CLOUDY,56,COMPLETED
15339,2025-01-19,VT-JAA007,R058,MAA,KUL,ESN700016,ESN700018,2025-01-19 21:00:00,2025-01-19 21:00:00,2025-01-20 00:50:00,2025-01-20 00:50:00,230,3.8333333333333335,3.8333333333333335,1,RAIN,0,COMPLETED
15340,2025-06-09,VT-JAA021,R060,DEL,DOH,ESN700043,ESN700044,2025-06-09 18:00:00,2025-06-09 18:00:00,2025-06-09 21:50:00,2025-06-09 21:50:00,230,3.8333333333333335,3.8333333333333335,1,CLOUDY,0,COMPLETED
15341,2025-11-02,VT-JAA014,R010,BOM,HYD,ESN700030,ESN700031,2025-11-02 23:00:00,2025-11-02 23:00:00,2025-11-03 00:20:00,2025-11-03 00:20:00,80,1.3333333333333333,1.3333333333333333,1,CLEAR,0,COMPLETED
15342,2025-05-02,VT-JAA018,R031,CCU,GAU,ESN700038,ESN700040,2025-05-02 13:00:00,2025-05-02 13:59:00,2025-05-02 14:00:00,2025-05-02 14:59:00,60,1.0,1.0,1,RAIN,59,DELAYED
15343,2025-03-13,VT-JAA020,R060,DEL,DOH,ESN700041,ESN700042,2025-03-13 09:00:00,2025-03-13 09:00:00,2025-03-13 12:50:00,2025-03-13 12:50:00,230,3.8333333333333335,3.8333333333333335,1,RAIN,0,DELAYED
15344,2025-02-24,VT-JAA026,R006,DEL,AMD,ESN700053,ESN700054,2025-02-24 20:00:00,2025-02-24 21:28:00,2025-02-24 21:30:00,2025-02-24 22:58:00,90,1.5,1.5,1,STORM,88,DELAYED
15345,2025-06-18,VT-JAA005,R017,BLR,MAA,ESN700012,ESN700013,2025-06-18 08:00:00,2025-06-18 08:00:00,2025-06-18 08:50:00,2025-06-18 08:50:00,50,0.8333333333333334,0.8333333333333334,1,STORM,0,DELAYED
15346,2025-04-09,VT-JAA007,R050,MAA,CMB,ESN700016,ESN700018,2025-04-09 15:00:00,2025-04-09 15:13:00,2025-04-09 16:15:00,2025-04-09 16:28:00,75,1.25,1.25,1,FOG,13,COMPLETED
15347,2025-03-11,VT-JAA020,R037,BOM,DXB,ESN700041,ESN700042,2025-03-11 14:00:00,2025-03-11 14:00:00,2025-03-11 17:00:00,2025-03-11 17:00:00,180,3.0,3.0,1,STORM,0,DELAYED
15348,2025-05-29,VT-JAA024,R018,BLR,COK,ESN700049,ESN700050,2025-05-29 15:00:00,2025-05-29 15:00:00,2025-05-29 15:55:00,2025-05-29 15:55:00,55,0.9166666666666666,0.9166666666666666,1,CLEAR,0,COMPLETED
15349,2025-04-27,VT-JAA014,R026,MAA,COK,ESN700030,ESN700031,2025-04-27 17:00:00,2025-04-27 17:00:00,2025-04-27 18:00:00,2025-04-27 18:00:00,60,1.0,1.0,1,STORM,0,COMPLETED
15350,2025-01-26,VT-JAA025,R049,HYD,AUH,ESN700051,ESN700052,2025-01-26 20:00:00,2025-01-26 20:00:00,2025-01-26 23:45:00,2025-01-26 23:45:00,225,3.75,3.75,1,FOG,0,COMPLETED
15351,2025-09-05,VT-JAA007,R054,BOM,MCT,ESN700016,ESN700018,2025-09-05 22:00:00,2025-09-05 22:00:00,2025-09-06 00:30:00,2025-09-06 00:30:00,150,2.5,2.5,1,RAIN,0,COMPLETED
15352,2025-07-28,VT-JAA014,R016,BLR,HYD,ESN700030,ESN700031,2025-07-28 22:00:00,2025-07-28 22:00:00,2025-07-28 23:00:00,2025-07-28 23:00:00,60,1.0,1.0,1,STORM,0,COMPLETED
15353,2025-08-15,VT-JAA010,R008,DEL,COK,ESN700024,ESN700025,2025-08-15 09:00:00,2025-08-15 09:00:00,2025-08-15 12:10:00,2025-08-15 12:10:00,190,3.1666666666666665,3.1666666666666665,1,FOG,0,COMPLETED
15354,2025-04-24,VT-JAA029,R024,HYD,CCU,ESN700057,ESN700058,2025-04-24 02:00:00,2025-04-24 02:00:00,2025-04-24 04:00:00,2025-04-24 04:00:00,120,2.0,2.0,1,STORM,0,COMPLETED
15355,2025-07-13,VT-JAA015,R013,BOM,GOX,ESN700032,ESN700033,2025-07-13 06:00:00,2025-07-13 06:27:00,2025-07-13 07:00:00,2025-07-13 07:27:00,60,1.0,1.0,1,STORM,27,COMPLETED
15356,2025-11-17,VT-JAA022,R029,MAA,GOX,ESN700045,ESN700046,2025-11-17 06:00:00,2025-11-17 06:00:00,2025-11-17 07:30:00,2025-11-17 07:30:00,90,1.5,1.5,1,RAIN,0,COMPLETED
15357,2025-01-10,VT-JAA001,R032,CCU,BBI,ESN700001,ESN700002,2025-01-10 19:00:00,2025-01-10 19:00:00,2025-01-10 19:55:00,2025-01-10 19:55:00,55,0.9166666666666666,0.9166666666666666,1,FOG,0,DELAYED
15358,2025-04-05,VT-JAA013,R024,HYD,CCU,ESN700028,ESN700029,2025-04-05 10:00:00,2025-04-05 10:00:00,2025-04-05 12:00:00,2025-04-05 12:00:00,120,2.0,2.0,1,STORM,0,DELAYED
15359,2025-05-01,VT-JAA018,R016,BLR,HYD,ESN700038,ESN700040,2025-05-01 22:00:00,2025-05-01 22:00:00,2025-05-01 23:00:00,2025-05-01 23:00:00,60,1.0,1.0,1,RAIN,0,DELAYED
15360,2025-05-06,VT-JAA009,R011,BOM,MAA,ESN700021,ESN700022,2025-05-06 23:00:00,2025-05-06 23:00:00,2025-05-07 00:55:00,2025-05-07 00:55:00,115,1.9166666666666667,1.9166666666666667,1,FOG,0,COMPLETED
15361,2025-02-06,VT-JAA023,R032,CCU,BBI,ESN700047,ESN700048,2025-02-06 02:00:00,2025-02-06 02:00:00,2025-02-06 02:55:00,2025-02-06 02:55:00,55,0.9166666666666666,0.9166666666666666,1,CLOUDY,0,DELAYED
15362,2025-03-10,VT-JAA011,R006,DEL,AMD,ESN700026,ESN700027,2025-03-10 17:00:00,2025-03-10 17:00:00,2025-03-10 18:30:00,2025-03-10 18:30:00,90,1.5,1.5,1,FOG,0,COMPLETED
15363,2025-10-24,VT-JAA021,R059,BLR,CMB,ESN700043,ESN700044,2025-10-24 11:00:00,2025-10-24 11:00:00,2025-10-24 12:25:00,2025-10-24 12:25:00,85,1.4166666666666667,1.4166666666666667,1,STORM,0,COMPLETED
15364,2025-06-23,VT-JAA013,R035,CCU,VTZ,ESN700028,ESN700029,2025-06-23 22:00:00,2025-06-23 22:00:00,2025-06-23 23:30:00,2025-06-23 23:30:00,90,1.5,1.5,1,STORM,0,COMPLETED
15365,2025-02-14,VT-JAA015,R033,CCU,PAT,ESN700032,ESN700033,2025-02-14 16:00:00,2025-02-14 16:00:00,2025-02-14 17:00:00,2025-02-14 17:00:00,60,1.0,1.0,1,FOG,0,DELAYED
15366,2025-05-03,VT-JAA011,R018,BLR,COK,ESN700026,ESN700027,2025-05-03 08:00:00,2025-05-03 08:43:00,2025-05-03 08:55:00,2025-05-03 09:38:00,55,0.9166666666666666,0.9166666666666666,1,RAIN,43,COMPLETED
15367,2025-01-27,VT-JAA018,R037,BOM,DXB,ESN700038,ESN700040,2025-01-27 04:00:00,2025-01-27 04:00:00,2025-01-27 07:00:00,2025-01-27 07:00:00,180,3.0,3.0,1,FOG,0,COMPLETED
15368,2025-07-12,VT-JAA002,R013,BOM,GOX,ESN700003,ESN700005,2025-07-12 17:00:00,2025-07-12 18:54:00,2025-07-12 18:00:00,2025-07-12 19:54:00,60,1.0,1.0,1,STORM,114,COMPLETED
15369,2025-12-06,VT-JAA013,R010,BOM,HYD,ESN700028,ESN700029,2025-12-06 22:00:00,2025-12-06 22:00:00,2025-12-06 23:20:00,2025-12-06 23:20:00,80,1.3333333333333333,1.3333333333333333,1,STORM,0,COMPLETED
15370,2025-05-16,VT-JAA027,R037,BOM,DXB,ESN700055,ESN700056,2025-05-16 08:00:00,2025-05-16 08:00:00,2025-05-16 11:00:00,2025-05-16 11:00:00,180,3.0,3.0,1,CLEAR,0,COMPLETED
15371,2025-07-14,VT-JAA026,R026,MAA,COK,ESN700053,ESN700054,2025-07-14 12:00:00,2025-07-14 12:40:00,2025-07-14 13:00:00,2025-07-14 13:40:00,60,1.0,1.0,1,RAIN,40,COMPLETED
15372,2025-02-18,VT-JAA013,R046,DEL,DXB,ESN700028,ESN700029,2025-02-18 02:00:00,2025-02-18 02:53:00,2025-02-18 05:30:00,2025-02-18 06:23:00,210,3.5,3.5,1,CLEAR,53,COMPLETED
15373,2025-04-06,VT-JAA002,R017,BLR,MAA,ESN700003,ESN700005,2025-04-06 03:00:00,2025-04-06 03:00:00,2025-04-06 03:50:00,2025-04-06 03:50:00,50,0.8333333333333334,0.8333333333333334,1,STORM,0,DELAYED
15374,2025-05-01,VT-JAA007,R001,DEL,BOM,ESN700016,ESN700018,2025-05-01 17:00:00,2025-05-01 17:00:00,2025-05-01 19:05:00,2025-05-01 19:05:00,125,2.0833333333333335,2.0833333333333335,1,RAIN,0,DELAYED
15375,2025-09-06,VT-JAA014,R025,HYD,AMD,ESN700030,ESN700031,2025-09-06 19:00:00,2025-09-06 19:00:00,2025-09-06 20:35:00,2025-09-06 20:35:00,95,1.5833333333333333,1.5833333333333333,1,RAIN,0,DELAYED
15376,2025-08-05,VT-JAA011,R034,CCU,DEL,ESN700026,ESN700027,2025-08-05 20:00:00,2025-08-05 20:00:00,2025-08-05 22:10:00,2025-08-05 22:10:00,130,2.1666666666666665,2.1666666666666665,1,RAIN,0,DELAYED
15377,2025-04-24,VT-JAA003,R039,HYD,AUH,ESN700006,ESN700008,2025-04-24 14:00:00,2025-04-24 15:27:00,2025-04-24 17:45:00,2025-04-24 19:12:00,225,3.75,3.75,1,FOG,87,DELAYED
15378,2025-01-14,VT-JAA024,R010,BOM,HYD,ESN700049,ESN700050,2025-01-14 19:00:00,2025-01-14 19:23:00,2025-01-14 20:20:00,2025-01-14 20:43:00,80,1.3333333333333333,1.3333333333333333,1,FOG,23,COMPLETED
15379,2025-03-03,VT-JAA014,R020,BLR,VTZ,ESN700030,ESN700031,2025-03-03 22:00:00,2025-03-03 23:15:00,2025-03-03 23:30:00,2025-03-04 00:45:00,90,1.5,1.5,1,STORM,75,COMPLETED
15380,2025-02-12,VT-JAA004,R007,DEL,GOX,ESN700010,ESN700011,2025-02-12 05:00:00,2025-02-12 06:57:00,2025-02-12 07:30:00,2025-02-12 09:27:00,150,2.5,2.5,1,RAIN,117,COMPLETED
15381,2025-08-28,VT-JAA020,R056,DEL,BKK,ESN700041,ESN700042,2025-08-28 08:00:00,2025-08-28 08:10:00,2025-08-28 12:10:00,2025-08-28 12:20:00,250,4.166666666666667,4.166666666666667,1,RAIN,10,COMPLETED
15382,2025-04-06,VT-JAA015,R016,BLR,HYD,ESN700032,ESN700033,2025-04-06 10:00:00,2025-04-06 10:00:00,2025-04-06 11:00:00,2025-04-06 11:00:00,60,1.0,1.0,1,RAIN,0,DELAYED
15383,2025-01-27,VT-JAA004,R037,BOM,DXB,ESN700010,ESN700011,2025-01-27 12:00:00,2025-01-27 12:00:00,2025-01-27 15:00:00,2025-01-27 15:00:00,180,3.0,3.0,1,FOG,0,DELAYED
15384,2025-11-20,VT-JAA020,R029,MAA,GOX,ESN700041,ESN700042,2025-11-20 03:00:00,2025-11-20 03:00:00,2025-11-20 04:30:00,2025-11-20 04:30:00,90,1.5,1.5,1,STORM,0,COMPLETED
15385,2025-08-30,VT-JAA022,R060,DEL,DOH,ESN700045,ESN700046,2025-08-30 14:00:00,2025-08-30 15:20:00,2025-08-30 17:50:00,2025-08-30 19:10:00,230,3.8333333333333335,3.8333333333333335,1,RAIN,80,COMPLETED
15386,2025-08-28,VT-JAA023,R012,BOM,CCU,ESN700047,ESN700048,2025-08-28 16:00:00,2025-08-28 16:00:00,2025-08-28 18:40:00,2025-08-28 18:40:00,160,2.6666666666666665,2.6666666666666665,1,RAIN,0,COMPLETED
15387,2025-10-31,VT-JAA027,R017,BLR,MAA,ESN700055,ESN700056,2025-10-31 11:00:00,2025-10-31 11:00:00,2025-10-31 11:50:00,2025-10-31 11:50:00,50,0.8333333333333334,0.8333333333333334,1,CLOUDY,0,COMPLETED
15388,2025-03-08,VT-JAA005,R048,BLR,SIN,ESN700012,ESN700013,2025-03-08 05:00:00,2025-03-08 05:18:00,2025-03-08 09:15:00,2025-03-08 09:33:00,255,4.25,4.25,1,CLEAR,18,CANCELLED
15389,2025-10-08,VT-JAA013,R020,BLR,VTZ,ESN700028,ESN700029,2025-10-08 06:00:00,2025-10-08 06:00:00,2025-10-08 07:30:00,2025-10-08 07:30:00,90,1.5,1.5,1,FOG,0,COMPLETED
15390,2025-07-11,VT-JAA025,R026,MAA,COK,ESN700051,ESN700052,2025-07-11 16:00:00,2025-07-11 16:16:00,2025-07-11 17:00:00,2025-07-11 17:16:00,60,1.0,1.0,1,CLOUDY,16,COMPLETED
15391,2025-04-29,VT-JAA011,R048,BLR,SIN,ESN700026,ESN700027,2025-04-29 10:00:00,2025-04-29 10:00:00,2025-04-29 14:15:00,2025-04-29 14:15:00,255,4.25,4.25,1,STORM,0,DELAYED
15392,2025-06-01,VT-JAA023,R019,BLR,GOX,ESN700047,ESN700048,2025-06-01 11:00:00,2025-06-01 11:00:00,2025-06-01 12:00:00,2025-06-01 12:00:00,60,1.0,1.0,1,CLEAR,0,COMPLETED
15393,2025-09-22,VT-JAA015,R058,MAA,KUL,ESN700032,ESN700033,2025-09-22 12:00:00,2025-09-22 12:00:00,2025-09-22 15:50:00,2025-09-22 15:50:00,230,3.8333333333333335,3.8333333333333335,1,STORM,0,COMPLETED
15394,2025-08-19,VT-JAA010,R047,BOM,DXB,ESN700024,ESN700025,2025-08-19 00:00:00,2025-08-19 01:44:00,2025-08-19 03:00:00,2025-08-19 04:44:00,180,3.0,3.0,1,FOG,104,COMPLETED
15395,2025-12-17,VT-JAA014,R012,BOM,CCU,ESN700030,ESN700031,2025-12-17 17:00:00,2025-12-17 17:00:00,2025-12-17 19:40:00,2025-12-17 19:40:00,160,2.6666666666666665,2.6666666666666665,1,STORM,0,COMPLETED
15396,2025-09-06,VT-JAA004,R021,HYD,MAA,ESN700010,ESN700011,2025-09-06 21:00:00,2025-09-06 21:00:00,2025-09-06 22:00:00,2025-09-06 22:00:00,60,1.0,1.0,1,RAIN,0,DELAYED
15397,2025-02-28,VT-JAA011,R042,CCU,DAC,ESN700026,ESN700027,2025-02-28 18:00:00,2025-02-28 19:22:00,2025-02-28 18:45:00,2025-02-28 20:07:00,45,0.75,0.75,1,RAIN,82,COMPLETED
15398,2025-01-17,VT-JAA004,R058,MAA,KUL,ESN700010,ESN700011,2025-01-17 10:00:00,2025-01-17 10:00:00,2025-01-17 13:50:00,2025-01-17 13:50:00,230,3.8333333333333335,3.8333333333333335,1,STORM,0,COMPLETED
15399,2025-06-20,VT-JAA023,R054,BOM,MCT,ESN700047,ESN700048,2025-06-20 21:00:00,2025-06-20 21:00:00,2025-06-20 23:30:00,2025-06-20 23:30:00,150,2.5,2.5,1,STORM,0,COMPLETED
15400,2025-12-17,VT-JAA018,R034,CCU,DEL,ESN700038,ESN700040,2025-12-17 17:00:00,2025-12-17 17:00:00,2025-12-17 19:10:00,2025-12-17 19:10:00,130,2.1666666666666665,2.1666666666666665,1,STORM,0,COMPLETED
15401,2025-05-12,VT-JAA018,R007,DEL,GOX,ESN700038,ESN700040,2025-05-12 09:00:00,2025-05-12 09:00:00,2025-05-12 11:30:00,2025-05-12 11:30:00,150,2.5,2.5,1,STORM,0,COMPLETED
15402,2025-12-23,VT-JAA027,R045,HYD,DXB,ESN700055,ESN700056,2025-12-23 05:00:00,2025-12-23 05:00:00,2025-12-23 08:40:00,2025-12-23 08:40:00,220,3.6666666666666665,3.6666666666666665,1,RAIN,0,DELAYED
15403,2025-05-16,VT-JAA029,R035,CCU,VTZ,ESN700057,ESN700058,2025-05-16 22:00:00,2025-05-16 22:00:00,2025-05-16 23:30:00,2025-05-16 23:30:00,90,1.5,1.5,1,CLOUDY,0,DELAYED
15404,2025-02-11,VT-JAA001,R015,BOM,PNQ,ESN700001,ESN700002,2025-02-11 21:00:00,2025-02-11 22:32:00,2025-02-11 21:40:00,2025-02-11 23:12:00,40,0.6666666666666666,0.6666666666666666,1,CLOUDY,92,DELAYED
15405,2025-11-01,VT-JAA011,R001,DEL,BOM,ESN700026,ESN700027,2025-11-01 01:00:00,2025-11-01 01:00:00,2025-11-01 03:05:00,2025-11-01 03:05:00,125,2.0833333333333335,2.0833333333333335,1,STORM,0,COMPLETED
15406,2025-01-06,VT-JAA007,R026,MAA,COK,ESN700016,ESN700018,2025-01-06 04:00:00,2025-01-06 04:00:00,2025-01-06 05:00:00,2025-01-06 05:00:00,60,1.0,1.0,1,STORM,0,COMPLETED
15407,2025-11-25,VT-JAA023,R035,CCU,VTZ,ESN700047,ESN700048,2025-11-25 09:00:00,2025-11-25 09:00:00,2025-11-25 10:30:00,2025-11-25 10:30:00,90,1.5,1.5,1,CLEAR,0,COMPLETED
15408,2025-06-19,VT-JAA014,R025,HYD,AMD,ESN700030,ESN700031,2025-06-19 14:00:00,2025-06-19 14:00:00,2025-06-19 15:35:00,2025-06-19 15:35:00,95,1.5833333333333333,1.5833333333333333,1,STORM,0,COMPLETED
15409,2025-10-15,VT-JAA009,R042,CCU,DAC,ESN700021,ESN700022,2025-10-15 13:00:00,2025-10-15 14:46:00,2025-10-15 13:45:00,2025-10-15 15:31:00,45,0.75,0.75,1,CLOUDY,106,DELAYED
15410,2025-12-04,VT-JAA030,R059,BLR,CMB,ESN700059,ESN700060,2025-12-04 05:00:00,2025-12-04 05:13:00,2025-12-04 06:25:00,2025-12-04 06:38:00,85,1.4166666666666667,1.4166666666666667,1,FOG,13,DELAYED
15411,2025-08-03,VT-JAA010,R059,BLR,CMB,ESN700024,ESN700025,2025-08-03 13:00:00,2025-08-03 14:57:00,2025-08-03 14:25:00,2025-08-03 16:22:00,85,1.4166666666666667,1.4166666666666667,1,FOG,117,COMPLETED
15412,2025-03-10,VT-JAA026,R015,BOM,PNQ,ESN700053,ESN700054,2025-03-10 23:00:00,2025-03-10 23:00:00,2025-03-10 23:40:00,2025-03-10 23:40:00,40,0.6666666666666666,0.6666666666666666,1,STORM,0,COMPLETED
15413,2025-01-27,VT-JAA029,R022,HYD,VTZ,ESN700057,ESN700058,2025-01-27 20:00:00,2025-01-27 21:10:00,2025-01-27 21:00:00,2025-01-27 22:10:00,60,1.0,1.0,1,STORM,70,DELAYED
15414,2025-08-13,VT-JAA029,R059,BLR,CMB,ESN700057,ESN700058,2025-08-13 13:00:00,2025-08-13 13:00:00,2025-08-13 14:25:00,2025-08-13 14:25:00,85,1.4166666666666667,1.4166666666666667,1,FOG,0,COMPLETED
15415,2025-11-18,VT-JAA003,R006,DEL,AMD,ESN700006,ESN700008,2025-11-18 11:00:00,2025-11-18 11:00:00,2025-11-18 12:30:00,2025-11-18 12:30:00,90,1.5,1.5,1,CLEAR,0,DELAYED
15416,2025-08-22,VT-JAA014,R052,CCU,DAC,ESN700030,ESN700031,2025-08-22 22:00:00,2025-08-22 22:00:00,2025-08-22 22:45:00,2025-08-22 22:45:00,45,0.75,0.75,1,CLOUDY,0,DELAYED
