utilization_id,utilization_date,flight_id,engine_serial_number,aircraft_registration,flight_hours,flight_cycles,cumulative_engine_hours,cumulative_engine_cycles,engine_status
UTL0014640,2025-06-20,7467,ESN700022,VT-JAA009,3.67,1,656.33,310,INSTALLED
UTL0014641,2025-06-20,1104,ESN700024,VT-JAA010,4.0,1,615.33,297,INSTALLED
UTL0014642,2025-06-20,1104,ESN700025,VT-JAA010,4.0,1,615.33,297,INSTALLED
UTL0014643,2025-06-20,7133,ESN700026,VT-JAA011,1.0,1,617.92,315,INSTALLED
UTL0014644,2025-06-20,7133,ESN700027,VT-JAA011,1.0,1,617.92,315,INSTALLED
UTL0014645,2025-06-20,8318,ESN700026,VT-JAA011,3.0,1,620.92,316,INSTALLED
UTL0014646,2025-06-20,8318,ESN700027,VT-JAA011,3.0,1,620.92,316,INSTALLED
UTL0014647,2025-06-20,14410,ESN700026,VT-JAA011,2.08,1,623.0,317,INSTALLED
UTL0014648,2025-06-20,14410,ESN700027,VT-JAA011,2.08,1,623.0,317,INSTALLED
UTL0014649,2025-06-20,14512,ESN700028,VT-JAA013,2.5,1,679.0,307,INSTALLED
UTL0014650,2025-06-20,14512,ESN700029,VT-JAA013,2.5,1,679.0,307,INSTALLED
UTL0014651,2025-06-20,7214,ESN700030,VT-JAA014,1.5,1,612.58,294,INSTALLED
UTL0014652,2025-06-20,7214,ESN700031,VT-JAA014,1.5,1,612.58,294,INSTALLED
UTL0014653,2025-06-20,18575,ESN700041,VT-JAA020,1.0,1,582.58,284,INSTALLED
UTL0014654,2025-06-20,18575,ESN700042,VT-JAA020,1.0,1,582.58,284,INSTALLED
UTL0014655,2025-06-20,22470,ESN700043,VT-JAA021,1.0,1,628.75,311,INSTALLED
UTL0014656,2025-06-20,22470,ESN700044,VT-JAA021,1.0,1,628.75,311,INSTALLED
UTL0014657,2025-06-20,24397,ESN700043,VT-JAA021,1.5,1,630.25,312,INSTALLED
UTL0014658,2025-06-20,24397,ESN700044,VT-JAA021,1.5,1,630.25,312,INSTALLED
UTL0014659,2025-06-20,10193,ESN700045,VT-JAA022,3.0,1,619.67,290,INSTALLED
UTL0014660,2025-06-20,10193,ESN700046,VT-JAA022,3.0,1,619.67,290,INSTALLED
UTL0014661,2025-06-20,10471,ESN700045,VT-JAA022,4.25,1,623.92,291,INSTALLED
UTL0014662,2025-06-20,10471,ESN700046,VT-JAA022,4.25,1,623.92,291,INSTALLED
UTL0014663,2025-06-20,19265,ESN700045,VT-JAA022,1.0,1,624.92,292,INSTALLED
UTL0014664,2025-06-20,19265,ESN700046,VT-JAA022,1.0,1,624.92,292,INSTALLED
UTL0014665,2025-06-20,3376,ESN700047,VT-JAA023,1.0,1,614.08,307,INSTALLED
UTL0014666,2025-06-20,3376,ESN700048,VT-JAA023,1.0,1,614.08,307,INSTALLED
UTL0014667,2025-06-20,4329,ESN700047,VT-JAA023,1.0,1,615.08,308,INSTALLED
UTL0014668,2025-06-20,4329,ESN700048,VT-JAA023,1.0,1,615.08,308,INSTALLED
UTL0014669,2025-06-20,15399,ESN700047,VT-JAA023,2.5,1,617.58,309,INSTALLED
UTL0014670,2025-06-20,15399,ESN700048,VT-JAA023,2.5,1,617.58,309,INSTALLED
UTL0014671,2025-06-20,2075,ESN700049,VT-JAA024,2.83,1,590.08,284,INSTALLED
UTL0014672,2025-06-20,2075,ESN700050,VT-JAA024,2.83,1,590.08,284,INSTALLED
UTL0014673,2025-06-20,13272,ESN700049,VT-JAA024,0.67,1,590.75,285,INSTALLED
UTL0014674,2025-06-20,13272,ESN700050,VT-JAA024,0.67,1,590.75,285,INSTALLED
UTL0014675,2025-06-20,4755,ESN700051,VT-JAA025,2.83,1,640.08,306,INSTALLED
UTL0014676,2025-06-20,4755,ESN700052,VT-JAA025,2.83,1,640.08,306,INSTALLED
UTL0014677,2025-06-20,14821,ESN700051,VT-JAA025,0.67,1,640.75,307,INSTALLED
UTL0014678,2025-06-20,14821,ESN700052,VT-JAA025,0.67,1,640.75,307,INSTALLED
UTL0014679,2025-06-20,20530,ESN700051,VT-JAA025,3.75,1,644.5,308,INSTALLED
UTL0014680,2025-06-20,20530,ESN700052,VT-JAA025,3.75,1,644.5,308,INSTALLED
UTL0014681,2025-06-20,4762,ESN700053,VT-JAA026,2.83,1,632.08,295,INSTALLED
UTL0014682,2025-06-20,4762,ESN700054,VT-JAA026,2.83,1,632.08,295,INSTALLED
UTL0014683,2025-06-20,4787,ESN700055,VT-JAA027,3.83,1,643.92,312,INSTALLED
UTL0014684,2025-06-20,4787,ESN700056,VT-JAA027,3.83,1,643.92,312,INSTALLED
UTL0014685,2025-06-20,8294,ESN700055,VT-JAA027,1.0,1,644.92,313,INSTALLED
UTL0014686,2025-06-20,8294,ESN700056,VT-JAA027,1.0,1,644.92,313,INSTALLED
UTL0014687,2025-06-20,20901,ESN700055,VT-JAA027,1.0,1,645.92,314,INSTALLED
UTL0014688,2025-06-20,20901,ESN700056,VT-JAA027,1.0,1,645.92,314,INSTALLED
UTL0014689,2025-06-20,1225,ESN700057,VT-JAA029,1.0,1,623.0,307,INSTALLED
UTL0014690,2025-06-20,1225,ESN700058,VT-JAA029,1.0,1,623.0,307,INSTALLED
UTL0014691,2025-06-20,7038,ESN700059,VT-JAA030,3.75,1,659.42,304,INSTALLED
UTL0014692,2025-06-20,7038,ESN700060,VT-JAA030,3.75,1,659.42,304,INSTALLED
UTL0014693,2025-06-20,8483,ESN700059,VT-JAA030,2.17,1,661.58,305,INSTALLED
UTL0014694,2025-06-20,8483,ESN700060,VT-JAA030,2.17,1,661.58,305,INSTALLED
UTL0014695,2025-06-21,11452,ESN700003,VT-JAA002,4.25,1,665.08,303,INSTALLED
UTL0014696,2025-06-21,11452,ESN700005,VT-JAA002,4.25,1,665.08,303,INSTALLED
UTL0014697,2025-06-21,374,ESN700006,VT-JAA003,4.25,1,685.67,324,INSTALLED
UTL0014698,2025-06-21,374,ESN700008,VT-JAA003,4.25,1,685.67,324,INSTALLED
UTL0014699,2025-06-21,12864,ESN700012,VT-JAA005,1.58,1,645.75,305,INSTALLED
UTL0014700,2025-06-21,12864,ESN700013,VT-JAA005,1.58,1,645.75,305,INSTALLED
UTL0014701,2025-06-21,1078,ESN700016,VT-JAA007,4.25,1,653.5,321,INSTALLED
UTL0014702,2025-06-21,1078,ESN700018,VT-JAA007,4.25,1,653.5,321,INSTALLED
UTL0014703,2025-06-21,12424,ESN700016,VT-JAA007,1.5,1,655.0,322,INSTALLED
UTL0014704,2025-06-21,12424,ESN700018,VT-JAA007,1.5,1,655.0,322,INSTALLED
UTL0014705,2025-06-21,13421,ESN700016,VT-JAA007,1.0,1,656.0,323,INSTALLED
UTL0014706,2025-06-21,13421,ESN700018,VT-JAA007,1.0,1,656.0,323,INSTALLED
UTL0014707,2025-06-21,15056,ESN700016,VT-JAA007,1.5,1,657.5,324,INSTALLED
UTL0014708,2025-06-21,15056,ESN700018,VT-JAA007,1.5,1,657.5,324,INSTALLED
UTL0014709,2025-06-21,17766,ESN700021,VT-JAA009,1.0,1,657.33,311,INSTALLED
UTL0014710,2025-06-21,17766,ESN700022,VT-JAA009,1.0,1,657.33,311,INSTALLED
UTL0014711,2025-06-21,16061,ESN700024,VT-JAA010,2.5,1,617.83,298,INSTALLED
UTL0014712,2025-06-21,16061,ESN700025,VT-JAA010,2.5,1,617.83,298,INSTALLED
UTL0014713,2025-06-21,4355,ESN700028,VT-JAA013,3.5,1,682.5,308,INSTALLED
UTL0014714,2025-06-21,4355,ESN700029,VT-JAA013,3.5,1,682.5,308,INSTALLED
UTL0014715,2025-06-21,13657,ESN700030,VT-JAA014,3.0,1,615.58,295,INSTALLED
UTL0014716,2025-06-21,13657,ESN700031,VT-JAA014,3.0,1,615.58,295,INSTALLED
UTL0014717,2025-06-21,23788,ESN700032,VT-JAA015,0.75,1,666.67,312,INSTALLED
UTL0014718,2025-06-21,23788,ESN700033,VT-JAA015,0.75,1,666.67,312,INSTALLED
UTL0014719,2025-06-21,8441,ESN700038,VT-JAA018,2.17,1,670.17,311,INSTALLED
UTL0014720,2025-06-21,8441,ESN700040,VT-JAA018,2.17,1,670.17,311,INSTALLED
UTL0014721,2025-06-21,10128,ESN700038,VT-JAA018,2.83,1,673.0,312,INSTALLED
UTL0014722,2025-06-21,10128,ESN700040,VT-JAA018,2.83,1,673.0,312,INSTALLED
UTL0014723,2025-06-21,18884,ESN700038,VT-JAA018,4.0,1,677.0,313,INSTALLED
UTL0014724,2025-06-21,18884,ESN700040,VT-JAA018,4.0,1,677.0,313,INSTALLED
UTL0014725,2025-06-21,20938,ESN700038,VT-JAA018,2.5,1,679.5,314,INSTALLED
UTL0014726,2025-06-21,20938,ESN700040,VT-JAA018,2.5,1,679.5,314,INSTALLED
UTL0014727,2025-06-21,10144,ESN700041,VT-JAA020,2.83,1,585.42,285,INSTALLED
UTL0014728,2025-06-21,10144,ESN700042,VT-JAA020,2.83,1,585.42,285,INSTALLED
UTL0014729,2025-06-21,24590,ESN700041,VT-JAA020,1.33,1,586.75,286,INSTALLED
UTL0014730,2025-06-21,24590,ESN700042,VT-JAA020,1.33,1,586.75,286,INSTALLED
UTL0014731,2025-06-21,1876,ESN700045,VT-JAA022,1.58,1,626.5,293,INSTALLED
UTL0014732,2025-06-21,1876,ESN700046,VT-JAA022,1.58,1,626.5,293,INSTALLED
UTL0014733,2025-06-21,8774,ESN700045,VT-JAA022,0.67,1,627.17,294,INSTALLED
UTL0014734,2025-06-21,8774,ESN700046,VT-JAA022,0.67,1,627.17,294,INSTALLED
UTL0014735,2025-06-21,16344,ESN700045,VT-JAA022,2.67,1,629.83,295,INSTALLED
UTL0014736,2025-06-21,16344,ESN700046,VT-JAA022,2.67,1,629.83,295,INSTALLED
UTL0014737,2025-06-21,10,ESN700047,VT-JAA023,1.0,1,618.58,310,INSTALLED
UTL0014738,2025-06-21,10,ESN700048,VT-JAA023,1.0,1,618.58,310,INSTALLED
UTL0014739,2025-06-21,18355,ESN700049,VT-JAA024,1.5,1,592.25,286,INSTALLED
UTL0014740,2025-06-21,18355,ESN700050,VT-JAA024,1.5,1,592.25,286,INSTALLED
UTL0014741,2025-06-21,16519,ESN700051,VT-JAA025,2.5,1,647.0,309,INSTALLED
UTL0014742,2025-06-21,16519,ESN700052,VT-JAA025,2.5,1,647.0,309,INSTALLED
UTL0014743,2025-06-21,19920,ESN700051,VT-JAA025,1.58,1,648.58,310,INSTALLED
UTL0014744,2025-06-21,19920,ESN700052,VT-JAA025,1.58,1,648.58,310,INSTALLED
UTL0014745,2025-06-21,6713,ESN700053,VT-JAA026,3.75,1,635.83,296,INSTALLED
UTL0014746,2025-06-21,6713,ESN700054,VT-JAA026,3.75,1,635.83,296,INSTALLED
UTL0014747,2025-06-21,9724,ESN700053,VT-JAA026,1.0,1,636.83,297,INSTALLED
UTL0014748,2025-06-21,9724,ESN700054,VT-JAA026,1.0,1,636.83,297,INSTALLED
UTL0014749,2025-06-21,17381,ESN700055,VT-JAA027,1.5,1,647.42,315,INSTALLED
UTL0014750,2025-06-21,17381,ESN700056,VT-JAA027,1.5,1,647.42,315,INSTALLED
UTL0014751,2025-06-21,17401,ESN700055,VT-JAA027,3.5,1,650.92,316,INSTALLED
UTL0014752,2025-06-21,17401,ESN700056,VT-JAA027,3.5,1,650.92,316,INSTALLED
UTL0014753,2025-06-21,18319,ESN700055,VT-JAA027,1.0,1,651.92,317,INSTALLED
UTL0014754,2025-06-21,18319,ESN700056,VT-JAA027,1.0,1,651.92,317,INSTALLED
UTL0014755,2025-06-21,8769,ESN700057,VT-JAA029,0.67,1,623.67,308,INSTALLED
UTL0014756,2025-06-21,8769,ESN700058,VT-JAA029,0.67,1,623.67,308,INSTALLED
UTL0014757,2025-06-21,17187,ESN700057,VT-JAA029,0.67,1,624.33,309,INSTALLED
UTL0014758,2025-06-21,17187,ESN700058,VT-JAA029,0.67,1,624.33,309,INSTALLED
UTL0014759,2025-06-21,19822,ESN700057,VT-JAA029,1.0,1,625.33,310,INSTALLED
UTL0014760,2025-06-21,19822,ESN700058,VT-JAA029,1.0,1,625.33,310,INSTALLED
UTL0014761,2025-06-21,22682,ESN700059,VT-JAA030,1.0,1,662.58,306,INSTALLED
UTL0014762,2025-06-21,22682,ESN700060,VT-JAA030,1.0,1,662.58,306,INSTALLED
UTL0014763,2025-06-22,9760,ESN700001,VT-JAA001,0.92,1,654.67,309,INSTALLED
UTL0014764,2025-06-22,9760,ESN700002,VT-JAA001,0.92,1,654.67,309,INSTALLED
UTL0014765,2025-06-22,7910,ESN700003,VT-JAA002,3.17,1,668.25,304,INSTALLED
UTL0014766,2025-06-22,7910,ESN700005,VT-JAA002,3.17,1,668.25,304,INSTALLED
UTL0014767,2025-06-22,21650,ESN700003,VT-JAA002,0.75,1,669.0,305,INSTALLED
UTL0014768,2025-06-22,21650,ESN700005,VT-JAA002,0.75,1,669.0,305,INSTALLED
UTL0014769,2025-06-22,6851,ESN700010,VT-JAA004,1.0,1,715.67,334,INSTALLED
UTL0014770,2025-06-22,6851,ESN700011,VT-JAA004,1.0,1,715.67,334,INSTALLED
UTL0014771,2025-06-22,16031,ESN700010,VT-JAA004,1.58,1,717.25,335,INSTALLED
UTL0014772,2025-06-22,16031,ESN700011,VT-JAA004,1.58,1,717.25,335,INSTALLED
UTL0014773,2025-06-22,1234,ESN700012,VT-JAA005,0.83,1,646.58,306,INSTALLED
UTL0014774,2025-06-22,1234,ESN700013,VT-JAA005,0.83,1,646.58,306,INSTALLED
UTL0014775,2025-06-22,13740,ESN700016,VT-JAA007,3.5,1,661.0,325,INSTALLED
UTL0014776,2025-06-22,13740,ESN700018,VT-JAA007,3.5,1,661.0,325,INSTALLED
UTL0014777,2025-06-22,16010,ESN700016,VT-JAA007,4.25,1,665.25,326,INSTALLED
UTL0014778,2025-06-22,16010,ESN700018,VT-JAA007,4.25,1,665.25,326,INSTALLED
UTL0014779,2025-06-22,14812,ESN700021,VT-JAA009,1.0,1,658.33,312,INSTALLED
UTL0014780,2025-06-22,14812,ESN700022,VT-JAA009,1.0,1,658.33,312,INSTALLED
UTL0014781,2025-06-22,4436,ESN700024,VT-JAA010,1.0,1,618.83,299,INSTALLED
UTL0014782,2025-06-22,4436,ESN700025,VT-JAA010,1.0,1,618.83,299,INSTALLED
UTL0014783,2025-06-22,19709,ESN700024,VT-JAA010,4.0,1,622.83,300,INSTALLED
UTL0014784,2025-06-22,19709,ESN700025,VT-JAA010,4.0,1,622.83,300,INSTALLED
UTL0014785,2025-06-22,20563,ESN700024,VT-JAA010,4.0,1,626.83,301,INSTALLED
UTL0014786,2025-06-22,20563,ESN700025,VT-JAA010,4.0,1,626.83,301,INSTALLED
UTL0014787,2025-06-22,22100,ESN700028,VT-JAA013,2.17,1,684.67,309,INSTALLED
UTL0014788,2025-06-22,22100,ESN700029,VT-JAA013,2.17,1,684.67,309,INSTALLED
UTL0014789,2025-06-22,24743,ESN700028,VT-JAA013,2.08,1,686.75,310,INSTALLED
UTL0014790,2025-06-22,24743,ESN700029,VT-JAA013,2.08,1,686.75,310,INSTALLED
UTL0014791,2025-06-22,13342,ESN700030,VT-JAA014,3.75,1,619.33,296,INSTALLED
UTL0014792,2025-06-22,13342,ESN700031,VT-JAA014,3.75,1,619.33,296,INSTALLED
UTL0014793,2025-06-22,2931,ESN700032,VT-JAA015,3.83,1,670.5,313,INSTALLED
UTL0014794,2025-06-22,2931,ESN700033,VT-JAA015,3.83,1,670.5,313,INSTALLED
UTL0014795,2025-06-22,15514,ESN700032,VT-JAA015,1.25,1,671.75,314,INSTALLED
UTL0014796,2025-06-22,15514,ESN700033,VT-JAA015,1.25,1,671.75,314,INSTALLED
UTL0014797,2025-06-22,19754,ESN700032,VT-JAA015,4.25,1,676.0,315,INSTALLED
UTL0014798,2025-06-22,19754,ESN700033,VT-JAA015,4.25,1,676.0,315,INSTALLED
UTL0014799,2025-06-22,22139,ESN700032,VT-JAA015,1.5,1,677.5,316,INSTALLED
UTL0014800,2025-06-22,22139,ESN700033,VT-JAA015,1.5,1,677.5,316,INSTALLED
UTL0014801,2025-06-22,146,ESN700034,VT-JAA016,2.5,1,611.83,301,INSTALLED
UTL0014802,2025-06-22,146,ESN700037,VT-JAA016,2.5,1,611.83,301,INSTALLED
UTL0014803,2025-06-22,4880,ESN700034,VT-JAA016,0.67,1,612.5,302,INSTALLED
UTL0014804,2025-06-22,4880,ESN700037,VT-JAA016,0.67,1,612.5,302,INSTALLED
UTL0014805,2025-06-22,12723,ESN700034,VT-JAA016,2.83,1,615.33,303,INSTALLED
UTL0014806,2025-06-22,12723,ESN700037,VT-JAA016,2.83,1,615.33,303,INSTALLED
UTL0014807,2025-06-22,13437,ESN700034,VT-JAA016,1.0,1,616.33,304,INSTALLED
UTL0014808,2025-06-22,13437,ESN700037,VT-JAA016,1.0,1,616.33,304,INSTALLED
UTL0014809,2025-06-22,1049,ESN700038,VT-JAA018,4.25,1,683.75,315,INSTALLED
UTL0014810,2025-06-22,1049,ESN700040,VT-JAA018,4.25,1,683.75,315,INSTALLED
UTL0014811,2025-06-22,7599,ESN700041,VT-JAA020,2.5,1,589.25,287,INSTALLED
UTL0014812,2025-06-22,7599,ESN700042,VT-JAA020,2.5,1,589.25,287,INSTALLED
UTL0014813,2025-06-22,20005,ESN700041,VT-JAA020,1.0,1,590.25,288,INSTALLED
UTL0014814,2025-06-22,20005,ESN700042,VT-JAA020,1.0,1,590.25,288,INSTALLED
UTL0014815,2025-06-22,22001,ESN700041,VT-JAA020,2.17,1,592.42,289,INSTALLED
UTL0014816,2025-06-22,22001,ESN700042,VT-JAA020,2.17,1,592.42,289,INSTALLED
UTL0014817,2025-06-22,23115,ESN700043,VT-JAA021,1.5,1,631.75,313,INSTALLED
UTL0014818,2025-06-22,23115,ESN700044,VT-JAA021,1.5,1,631.75,313,INSTALLED
UTL0014819,2025-06-22,8108,ESN700045,VT-JAA022,1.0,1,630.83,296,INSTALLED
UTL0014820,2025-06-22,8108,ESN700046,VT-JAA022,1.0,1,630.83,296,INSTALLED
UTL0014821,2025-06-22,10258,ESN700045,VT-JAA022,0.83,1,631.67,297,INSTALLED
UTL0014822,2025-06-22,10258,ESN700046,VT-JAA022,0.83,1,631.67,297,INSTALLED
UTL0014823,2025-06-22,7188,ESN700047,VT-JAA023,1.0,1,619.58,311,INSTALLED
UTL0014824,2025-06-22,7188,ESN700048,VT-JAA023,1.0,1,619.58,311,INSTALLED
UTL0014825,2025-06-22,7809,ESN700047,VT-JAA023,2.0,1,621.58,312,INSTALLED
UTL0014826,2025-06-22,7809,ESN700048,VT-JAA023,2.0,1,621.58,312,INSTALLED
UTL0014827,2025-06-22,15054,ESN700047,VT-JAA023,0.75,1,622.33,313,INSTALLED
UTL0014828,2025-06-22,15054,ESN700048,VT-JAA023,0.75,1,622.33,313,INSTALLED
UTL0014829,2025-06-22,19091,ESN700049,VT-JAA024,1.25,1,593.5,287,INSTALLED
UTL0014830,2025-06-22,19091,ESN700050,VT-JAA024,1.25,1,593.5,287,INSTALLED
UTL0014831,2025-06-22,19472,ESN700049,VT-JAA024,4.0,1,597.5,288,INSTALLED
UTL0014832,2025-06-22,19472,ESN700050,VT-JAA024,4.0,1,597.5,288,INSTALLED
UTL0014833,2025-06-22,8694,ESN700051,VT-JAA025,4.17,1,652.75,311,INSTALLED
UTL0014834,2025-06-22,8694,ESN700052,VT-JAA025,4.17,1,652.75,311,INSTALLED
UTL0014835,2025-06-22,22169,ESN700051,VT-JAA025,4.25,1,657.0,312,INSTALLED
UTL0014836,2025-06-22,22169,ESN700052,VT-JAA025,4.25,1,657.0,312,INSTALLED
UTL0014837,2025-06-22,14609,ESN700053,VT-JAA026,2.25,1,639.08,298,INSTALLED
UTL0014838,2025-06-22,14609,ESN700054,VT-JAA026,2.25,1,639.08,298,INSTALLED
UTL0014839,2025-06-22,3236,ESN700057,VT-JAA029,2.83,1,628.17,311,INSTALLED
UTL0014840,2025-06-22,3236,ESN700058,VT-JAA029,2.83,1,628.17,311,INSTALLED
UTL0014841,2025-06-22,10044,ESN700057,VT-JAA029,1.5,1,629.67,312,INSTALLED
UTL0014842,2025-06-22,10044,ESN700058,VT-JAA029,1.5,1,629.67,312,INSTALLED
UTL0014843,2025-06-22,8050,ESN700059,VT-JAA030,3.0,1,665.58,307,INSTALLED
UTL0014844,2025-06-22,8050,ESN700060,VT-JAA030,3.0,1,665.58,307,INSTALLED
UTL0014845,2025-06-22,19627,ESN700059,VT-JAA030,3.17,1,668.75,308,INSTALLED
UTL0014846,2025-06-22,19627,ESN700060,VT-JAA030,3.17,1,668.75,308,INSTALLED
UTL0014847,2025-06-23,19783,ESN700001,VT-JAA001,1.0,1,655.67,310,INSTALLED
UTL0014848,2025-06-23,19783,ESN700002,VT-JAA001,1.0,1,655.67,310,INSTALLED
UTL0014849,2025-06-23,6875,ESN700003,VT-JAA002,2.42,1,671.42,306,INSTALLED
UTL0014850,2025-06-23,6875,ESN700005,VT-JAA002,2.42,1,671.42,306,INSTALLED
UTL0014851,2025-06-23,10435,ESN700003,VT-JAA002,1.08,1,672.5,307,INSTALLED
UTL0014852,2025-06-23,10435,ESN700005,VT-JAA002,1.08,1,672.5,307,INSTALLED
UTL0014853,2025-06-23,11767,ESN700003,VT-JAA002,2.83,1,675.33,308,INSTALLED
UTL0014854,2025-06-23,11767,ESN700005,VT-JAA002,2.83,1,675.33,308,INSTALLED
UTL0014855,2025-06-23,17271,ESN700003,VT-JAA002,1.0,1,676.33,309,INSTALLED
UTL0014856,2025-06-23,17271,ESN700005,VT-JAA002,1.0,1,676.33,309,INSTALLED
UTL0014857,2025-06-23,18323,ESN700006,VT-JAA003,3.83,1,689.5,325,INSTALLED
UTL0014858,2025-06-23,18323,ESN700008,VT-JAA003,3.83,1,689.5,325,INSTALLED
UTL0014859,2025-06-23,1551,ESN700010,VT-JAA004,3.75,1,721.0,336,INSTALLED
UTL0014860,2025-06-23,1551,ESN700011,VT-JAA004,3.75,1,721.0,336,INSTALLED
UTL0014861,2025-06-23,6845,ESN700010,VT-JAA004,0.75,1,721.75,337,INSTALLED
UTL0014862,2025-06-23,6845,ESN700011,VT-JAA004,0.75,1,721.75,337,INSTALLED
UTL0014863,2025-06-23,12084,ESN700012,VT-JAA005,2.5,1,649.08,307,INSTALLED
UTL0014864,2025-06-23,12084,ESN700013,VT-JAA005,2.5,1,649.08,307,INSTALLED
UTL0014865,2025-06-23,14282,ESN700012,VT-JAA005,2.67,1,651.75,308,INSTALLED
UTL0014866,2025-06-23,14282,ESN700013,VT-JAA005,2.67,1,651.75,308,INSTALLED
UTL0014867,2025-06-23,17781,ESN700012,VT-JAA005,2.0,1,653.75,309,INSTALLED
UTL0014868,2025-06-23,17781,ESN700013,VT-JAA005,2.0,1,653.75,309,INSTALLED
UTL0014869,2025-06-23,18635,ESN700012,VT-JAA005,0.75,1,654.5,310,INSTALLED
UTL0014870,2025-06-23,18635,ESN700013,VT-JAA005,0.75,1,654.5,310,INSTALLED
UTL0014871,2025-06-23,24730,ESN700012,VT-JAA005,1.0,1,655.5,311,INSTALLED
UTL0014872,2025-06-23,24730,ESN700013,VT-JAA005,1.0,1,655.5,311,INSTALLED
UTL0014873,2025-06-23,5887,ESN700016,VT-JAA007,3.67,1,668.92,327,INSTALLED
UTL0014874,2025-06-23,5887,ESN700018,VT-JAA007,3.67,1,668.92,327,INSTALLED
UTL0014875,2025-06-23,10782,ESN700016,VT-JAA007,1.5,1,670.42,328,INSTALLED
UTL0014876,2025-06-23,10782,ESN700018,VT-JAA007,1.5,1,670.42,328,INSTALLED
UTL0014877,2025-06-23,21603,ESN700021,VT-JAA009,3.5,1,661.83,313,INSTALLED
UTL0014878,2025-06-23,21603,ESN700022,VT-JAA009,3.5,1,661.83,313,INSTALLED
UTL0014879,2025-06-23,17073,ESN700024,VT-JAA010,1.0,1,627.83,302,INSTALLED
UTL0014880,2025-06-23,17073,ESN700025,VT-JAA010,1.0,1,627.83,302,INSTALLED
UTL0014881,2025-06-23,21056,ESN700026,VT-JAA011,3.17,1,626.17,318,INSTALLED
UTL0014882,2025-06-23,21056,ESN700027,VT-JAA011,3.17,1,626.17,318,INSTALLED
UTL0014883,2025-06-23,15364,ESN700028,VT-JAA013,1.5,1,688.25,311,INSTALLED
UTL0014884,2025-06-23,15364,ESN700029,VT-JAA013,1.5,1,688.25,311,INSTALLED
UTL0014885,2025-06-23,7451,ESN700030,VT-JAA014,2.17,1,621.5,297,INSTALLED
UTL0014886,2025-06-23,7451,ESN700031,VT-JAA014,2.17,1,621.5,297,INSTALLED
UTL0014887,2025-06-23,8279,ESN700030,VT-JAA014,1.58,1,623.08,298,INSTALLED
UTL0014888,2025-06-23,8279,ESN700031,VT-JAA014,1.58,1,623.08,298,INSTALLED
UTL0014889,2025-06-23,14865,ESN700032,VT-JAA015,1.0,1,678.5,317,INSTALLED
UTL0014890,2025-06-23,14865,ESN700033,VT-JAA015,1.0,1,678.5,317,INSTALLED
UTL0014891,2025-06-23,18112,ESN700034,VT-JAA016,3.67,1,620.0,305,INSTALLED
UTL0014892,2025-06-23,18112,ESN700037,VT-JAA016,3.67,1,620.0,305,INSTALLED
UTL0014893,2025-06-23,5538,ESN700041,VT-JAA020,0.67,1,593.08,290,INSTALLED
UTL0014894,2025-06-23,5538,ESN700042,VT-JAA020,0.67,1,593.08,290,INSTALLED
UTL0014895,2025-06-23,5905,ESN700041,VT-JAA020,2.5,1,595.58,291,INSTALLED
UTL0014896,2025-06-23,5905,ESN700042,VT-JAA020,2.5,1,595.58,291,INSTALLED
UTL0014897,2025-06-23,15330,ESN700043,VT-JAA021,1.5,1,633.25,314,INSTALLED
UTL0014898,2025-06-23,15330,ESN700044,VT-JAA021,1.5,1,633.25,314,INSTALLED
UTL0014899,2025-06-23,8842,ESN700045,VT-JAA022,2.17,1,633.83,298,INSTALLED
UTL0014900,2025-06-23,8842,ESN700046,VT-JAA022,2.17,1,633.83,298,INSTALLED
UTL0014901,2025-06-23,13818,ESN700045,VT-JAA022,0.75,1,634.58,299,INSTALLED
UTL0014902,2025-06-23,13818,ESN700046,VT-JAA022,0.75,1,634.58,299,INSTALLED
UTL0014903,2025-06-23,15284,ESN700045,VT-JAA022,3.5,1,638.08,300,INSTALLED
UTL0014904,2025-06-23,15284,ESN700046,VT-JAA022,3.5,1,638.08,300,INSTALLED
UTL0014905,2025-06-23,4385,ESN700047,VT-JAA023,3.75,1,626.08,314,INSTALLED
UTL0014906,2025-06-23,4385,ESN700048,VT-JAA023,3.75,1,626.08,314,INSTALLED
UTL0014907,2025-06-23,12776,ESN700047,VT-JAA023,1.0,1,627.08,315,INSTALLED
UTL0014908,2025-06-23,12776,ESN700048,VT-JAA023,1.0,1,627.08,315,INSTALLED
UTL0014909,2025-06-23,15115,ESN700047,VT-JAA023,2.83,1,629.92,316,INSTALLED
UTL0014910,2025-06-23,15115,ESN700048,VT-JAA023,2.83,1,629.92,316,INSTALLED
UTL0014911,2025-06-23,17833,ESN700047,VT-JAA023,0.75,1,630.67,317,INSTALLED
UTL0014912,2025-06-23,17833,ESN700048,VT-JAA023,0.75,1,630.67,317,INSTALLED
UTL0014913,2025-06-23,21818,ESN700047,VT-JAA023,1.5,1,632.17,318,INSTALLED
UTL0014914,2025-06-23,21818,ESN700048,VT-JAA023,1.5,1,632.17,318,INSTALLED
UTL0014915,2025-06-23,6666,ESN700049,VT-JAA024,2.42,1,599.92,289,INSTALLED
UTL0014916,2025-06-23,6666,ESN700050,VT-JAA024,2.42,1,599.92,289,INSTALLED
UTL0014917,2025-06-23,23540,ESN700049,VT-JAA024,0.83,1,600.75,290,INSTALLED
