inventory_id,component_serial_number,component_id,component_name,engine_serial_number,manufacture_date,installation_date,position,installation_type,status
INV0001747,CSN901747,CMP041,Igniter Plug A,ESN700034,2022-05-17,2023-05-29,A,NEW,ACTIVE
INV0001748,CSN901748,CMP042,Igniter Plug B,ESN700034,2022-04-17,2023-05-11,B,NEW,ACTIVE
INV0001749,CSN901749,CMP043,Variable Bleed Valve (VBV),ESN700034,2022-05-17,2023-04-13,CENTER,NEW,ACTIVE
INV0001750,CSN901750,CMP044,VBV Actuator,ESN700034,2021-05-07,2023-01-03,CENTER,NEW,ACTIVE
INV0001751,CSN901751,CMP045,High Stage Bleed Valve,ESN700034,2022-09-29,2023-05-10,CENTER,NEW,ACTIVE
INV0001752,CSN901752,CMP046,Start Valve,ESN700034,2021-01-22,2023-01-02,CENTER,NEW,ACTIVE
INV0001753,CSN901753,CMP047,Exhaust Nozzle,ESN700034,2022-04-03,2023-04-15,CENTER,NEW,ACTIVE
INV0001754,CSN901754,CMP048,Exhaust Mixer,ESN700034,2022-01-30,2023-03-12,CENTER,NEW,ACTIVE
INV0001755,CSN901755,CMP049,Oil Pump,ESN700034,2021-10-29,2023-06-06,CENTER,NEW,ACTIVE
INV0001756,CSN901756,CMP050,Scavenge Pump,ESN700034,2022-03-15,2023-03-21,CENTER,NEW,ACTIVE
INV0001757,CSN901757,CMP051,Oil Filter,ESN700034,2022-04-02,2023-06-02,CENTER,NEW,ACTIVE
INV0001758,CSN901758,CMP052,Oil Pressure Transmitter,ESN700034,2022-02-26,2023-01-07,CENTER,NEW,ACTIVE
INV0001759,CSN901759,CMP053,Oil Temperature Sensor,ESN700034,2021-10-28,2023-05-25,CENTER,NEW,ACTIVE
INV0001760,CSN901760,CMP054,EGT Thermocouple Harness,ESN700034,2022-02-22,2023-04-24,CENTER,NEW,ACTIVE
INV0001761,CSN901761,CMP055,N1 Speed Sensor,ESN700034,2021-08-24,2023-01-11,CENTER,NEW,ACTIVE
INV0001762,CSN901762,CMP056,N2 Speed Sensor,ESN700034,2022-12-08,2023-01-14,CENTER,NEW,ACTIVE
INV0001763,CSN901763,CMP057,Vibration Sensor,ESN700034,2022-05-14,2023-02-26,CENTER,NEW,ACTIVE
INV0001764,CSN901764,CMP058,Chip Detector,ESN700034,2022-02-03,2023-05-07,CENTER,NEW,ACTIVE
INV0001765,CSN901765,CMP059,Accessory Gearbox,ESN700034,2021-09-23,2023-02-12,CENTER,NEW,ACTIVE
INV0001766,CSN901766,CMP060,Starter,ESN700034,2022-05-29,2023-02-24,CENTER,NEW,ACTIVE
INV0001767,CSN901767,CMP061,Integrated Drive Generator (IDG) Drive Pad,ESN700034,2021-12-05,2023-05-29,CENTER,NEW,ACTIVE
INV0001768,CSN901768,CMP062,Hydraulic Pump Drive Pad,ESN700034,2021-12-28,2022-12-30,CENTER,NEW,ACTIVE
INV0001769,CSN901769,CMP001,Fan Disk,ESN700035,2022-07-11,2023-03-05,CENTER,NEW,ACTIVE
INV0001770,CSN901770,CMP002,Fan Shaft,ESN700035,2022-04-26,2022-12-31,CENTER,NEW,ACTIVE
INV0001771,CSN901771,CMP005,Fan Case,ESN700035,2021-03-12,2022-12-30,CENTER,NEW,ACTIVE
INV0001772,CSN901772,CMP006,Spinner Cone,ESN700035,2021-05-22,2023-04-26,CENTER,NEW,ACTIVE
INV0001773,CSN901773,CMP007,Booster Rotor,ESN700035,2021-03-28,2023-03-14,CENTER,NEW,ACTIVE
INV0001774,CSN901774,CMP009,Booster Stator Assembly,ESN700035,2021-04-22,2023-06-23,CENTER,NEW,ACTIVE
INV0001775,CSN901775,CMP010,Booster Case,ESN700035,2021-11-28,2023-01-18,CENTER,NEW,ACTIVE
INV0001776,CSN901776,CMP011,HPC Stage 1 Disk,ESN700035,2022-02-03,2022-12-31,STAGE1,NEW,ACTIVE
INV0001777,CSN901777,CMP012,HPC Stage 2 Disk,ESN700035,2022-03-09,2022-12-30,STAGE2,NEW,ACTIVE
INV0001778,CSN901778,CMP013,HPC Stage 3 Disk,ESN700035,2022-12-09,2023-01-27,STAGE3,NEW,ACTIVE
INV0001779,CSN901779,CMP014,HPC Stage 4 Disk,ESN700035,2021-06-05,2023-06-22,STAGE4,NEW,ACTIVE
INV0001780,CSN901780,CMP015,HPC Stage 5 Disk,ESN700035,2022-08-07,2023-04-12,STAGE5,NEW,ACTIVE
INV0001781,CSN901781,CMP016,HPC Rotor Shaft,ESN700035,2021-03-18,2023-01-18,CENTER,NEW,ACTIVE
INV0001782,CSN901782,CMP018,Variable Stator Vane Assembly,ESN700035,2022-01-26,2023-02-04,CENTER,NEW,ACTIVE
INV0001783,CSN901783,CMP019,HPC Case,ESN700035,2021-03-30,2023-03-24,CENTER,NEW,ACTIVE
INV0001784,CSN901784,CMP020,Combustor Liner,ESN700035,2022-09-29,2023-03-22,CENTER,NEW,ACTIVE
INV0001785,CSN901785,CMP022,Dome Assembly,ESN700035,2021-08-03,2023-03-29,CENTER,NEW,ACTIVE
INV0001786,CSN901786,CMP024,HPT Stage 1 Disk,ESN700035,2022-06-27,2023-06-19,STAGE1,NEW,ACTIVE
INV0001787,CSN901787,CMP025,HPT Stage 2 Disk,ESN700035,2021-02-08,2023-04-25,STAGE2,NEW,ACTIVE
INV0001788,CSN901788,CMP028,HPT Shroud,ESN700035,2021-08-07,2023-04-04,CENTER,NEW,ACTIVE
INV0001789,CSN901789,CMP029,LPT Shaft,ESN700035,2021-03-11,2023-04-10,CENTER,NEW,ACTIVE
INV0001790,CSN901790,CMP030,LPT Stage 1 Disk,ESN700035,2022-07-28,2023-06-14,STAGE1,NEW,ACTIVE
INV0001791,CSN901791,CMP031,LPT Stage 2 Disk,ESN700035,2021-11-08,2023-05-24,STAGE2,NEW,ACTIVE
INV0001792,CSN901792,CMP034,Turbine Rear Frame,ESN700035,2022-03-14,2023-04-30,CENTER,NEW,ACTIVE
INV0001793,CSN901793,CMP035,Fuel Pump,ESN700035,2021-03-31,2023-05-31,CENTER,NEW,ACTIVE
INV0001794,CSN901794,CMP036,Hydromechanical Unit (HMU),ESN700035,2022-06-30,2023-03-26,CENTER,NEW,ACTIVE
INV0001795,CSN901795,CMP037,Fuel Filter,ESN700035,2022-06-02,2023-03-30,CENTER,NEW,ACTIVE
INV0001796,CSN901796,CMP038,Fuel Shutoff Valve,ESN700035,2022-01-07,2023-04-25,CENTER,NEW,ACTIVE
INV0001797,CSN901797,CMP039,Fuel Manifold,ESN700035,2022-08-18,2023-01-03,CENTER,NEW,ACTIVE
INV0001798,CSN901798,CMP040,Ignition Exciter,ESN700035,2021-05-11,2023-06-11,CENTER,NEW,ACTIVE
INV0001799,CSN901799,CMP041,Igniter Plug A,ESN700035,2022-12-23,2023-03-15,A,NEW,ACTIVE
INV0001800,CSN901800,CMP042,Igniter Plug B,ESN700035,2021-05-04,2023-04-17,B,NEW,ACTIVE
INV0001801,CSN901801,CMP043,Variable Bleed Valve (VBV),ESN700035,2022-01-23,2023-04-18,CENTER,NEW,ACTIVE
INV0001802,CSN901802,CMP044,VBV Actuator,ESN700035,2022-03-25,2023-02-18,CENTER,NEW,ACTIVE
INV0001803,CSN901803,CMP045,High Stage Bleed Valve,ESN700035,2021-07-14,2023-02-16,CENTER,NEW,ACTIVE
INV0001804,CSN901804,CMP046,Start Valve,ESN700035,2022-11-29,2023-03-04,CENTER,NEW,ACTIVE
INV0001805,CSN901805,CMP047,Exhaust Nozzle,ESN700035,2021-08-03,2023-04-15,CENTER,NEW,ACTIVE
INV0001806,CSN901806,CMP048,Exhaust Mixer,ESN700035,2022-01-17,2023-05-30,CENTER,NEW,ACTIVE
INV0001807,CSN901807,CMP049,Oil Pump,ESN700035,2021-05-29,2023-02-09,CENTER,NEW,ACTIVE
INV0001808,CSN901808,CMP050,Scavenge Pump,ESN700035,2022-12-13,2023-01-18,CENTER,NEW,ACTIVE
INV0001809,CSN901809,CMP051,Oil Filter,ESN700035,2021-10-01,2023-06-09,CENTER,NEW,ACTIVE
INV0001810,CSN901810,CMP052,Oil Pressure Transmitter,ESN700035,2022-11-01,2023-06-12,CENTER,NEW,ACTIVE
INV0001811,CSN901811,CMP053,Oil Temperature Sensor,ESN700035,2021-08-14,2023-03-10,CENTER,NEW,ACTIVE
INV0001812,CSN901812,CMP054,EGT Thermocouple Harness,ESN700035,2021-05-19,2023-03-27,CENTER,NEW,ACTIVE
INV0001813,CSN901813,CMP055,N1 Speed Sensor,ESN700035,2021-07-17,2023-02-06,CENTER,NEW,ACTIVE
INV0001814,CSN901814,CMP056,N2 Speed Sensor,ESN700035,2022-07-30,2023-03-16,CENTER,NEW,ACTIVE
INV0001815,CSN901815,CMP057,Vibration Sensor,ESN700035,2021-06-11,2023-06-15,CENTER,NEW,ACTIVE
INV0001816,CSN901816,CMP058,Chip Detector,ESN700035,2021-08-01,2023-03-13,CENTER,NEW,ACTIVE
INV0001817,CSN901817,CMP059,Accessory Gearbox,ESN700035,2021-02-11,2023-03-28,CENTER,NEW,ACTIVE
INV0001818,CSN901818,CMP060,Starter,ESN700035,2022-01-04,2023-06-27,CENTER,NEW,ACTIVE
INV0001819,CSN901819,CMP061,Integrated Drive Generator (IDG) Drive Pad,ESN700035,2021-09-21,2023-06-15,CENTER,NEW,ACTIVE
INV0001820,CSN901820,CMP062,Hydraulic Pump Drive Pad,ESN700035,2022-03-25,2023-05-20,CENTER,NEW,ACTIVE
INV0001821,CSN901821,CMP001,Fan Disk,ESN700036,2021-04-20,2023-01-08,CENTER,NEW,ACTIVE
INV0001822,CSN901822,CMP002,Fan Shaft,ESN700036,2022-12-10,2023-03-07,CENTER,NEW,ACTIVE
INV0001823,CSN901823,CMP005,Fan Case,ESN700036,2022-02-01,2023-05-31,CENTER,NEW,ACTIVE
INV0001824,CSN901824,CMP006,Spinner Cone,ESN700036,2022-03-08,2023-05-15,CENTER,NEW,ACTIVE
INV0001825,CSN901825,CMP007,Booster Rotor,ESN700036,2022-04-10,2023-02-15,CENTER,NEW,ACTIVE
INV0001826,CSN901826,CMP009,Booster Stator Assembly,ESN700036,2021-12-06,2023-01-15,CENTER,NEW,ACTIVE
INV0001827,CSN901827,CMP010,Booster Case,ESN700036,2021-10-03,2023-04-16,CENTER,NEW,ACTIVE
INV0001828,CSN901828,CMP011,HPC Stage 1 Disk,ESN700036,2021-08-30,2023-06-15,STAGE1,NEW,ACTIVE
INV0001829,CSN901829,CMP012,HPC Stage 2 Disk,ESN700036,2022-08-26,2023-05-30,STAGE2,NEW,ACTIVE
INV0001830,CSN901830,CMP013,HPC Stage 3 Disk,ESN700036,2021-06-11,2023-06-19,STAGE3,NEW,ACTIVE
INV0001831,CSN901831,CMP014,HPC Stage 4 Disk,ESN700036,2022-12-01,2023-02-25,STAGE4,NEW,ACTIVE
INV0001832,CSN901832,CMP015,HPC Stage 5 Disk,ESN700036,2022-05-10,2023-06-28,STAGE5,NEW,ACTIVE
INV0001833,CSN901833,CMP016,HPC Rotor Shaft,ESN700036,2022-04-22,2023-05-18,CENTER,NEW,ACTIVE
INV0001834,CSN901834,CMP018,Variable Stator Vane Assembly,ESN700036,2021-06-11,2023-02-18,CENTER,NEW,ACTIVE
INV0001835,CSN901835,CMP019,HPC Case,ESN700036,2021-07-28,2023-04-17,CENTER,NEW,ACTIVE
INV0001836,CSN901836,CMP020,Combustor Liner,ESN700036,2021-08-23,2023-05-30,CENTER,NEW,ACTIVE
INV0001837,CSN901837,CMP022,Dome Assembly,ESN700036,2021-01-21,2023-02-21,CENTER,NEW,ACTIVE
INV0001838,CSN901838,CMP024,HPT Stage 1 Disk,ESN700036,2021-08-10,2023-04-05,STAGE1,NEW,ACTIVE
INV0001839,CSN901839,CMP025,HPT Stage 2 Disk,ESN700036,2021-04-25,2023-03-14,STAGE2,NEW,ACTIVE
INV0001840,CSN901840,CMP028,HPT Shroud,ESN700036,2022-07-26,2023-01-05,CENTER,NEW,ACTIVE
INV0001841,CSN901841,CMP029,LPT Shaft,ESN700036,2021-08-18,2023-05-31,CENTER,NEW,ACTIVE
INV0001842,CSN901842,CMP030,LPT Stage 1 Disk,ESN700036,2022-02-22,2023-04-07,STAGE1,NEW,ACTIVE
INV0001843,CSN901843,CMP031,LPT Stage 2 Disk,ESN700036,2022-05-12,2023-04-24,STAGE2,NEW,ACTIVE
INV0001844,CSN901844,CMP034,Turbine Rear Frame,ESN700036,2021-01-25,2023-01-21,CENTER,NEW,ACTIVE
INV0001845,CSN901845,CMP035,Fuel Pump,ESN700036,2021-07-21,2023-01-16,CENTER,NEW,ACTIVE
INV0001846,CSN901846,CMP036,Hydromechanical Unit (HMU),ESN700036,2022-01-31,2023-05-30,CENTER,NEW,ACTIVE
INV0001847,CSN901847,CMP037,Fuel Filter,ESN700036,2022-07-04,2023-01-22,CENTER,NEW,ACTIVE
INV0001848,CSN901848,CMP038,Fuel Shutoff Valve,ESN700036,2022-01-21,2023-01-17,CENTER,NEW,ACTIVE
INV0001849,CSN901849,CMP039,Fuel Manifold,ESN700036,2021-01-18,2023-06-24,CENTER,NEW,ACTIVE
INV0001850,CSN901850,CMP040,Ignition Exciter,ESN700036,2021-10-19,2023-02-08,CENTER,NEW,ACTIVE
INV0001851,CSN901851,CMP041,Igniter Plug A,ESN700036,2021-02-02,2023-06-13,A,NEW,ACTIVE
INV0001852,CSN901852,CMP042,Igniter Plug B,ESN700036,2022-11-21,2023-06-09,B,NEW,ACTIVE
INV0001853,CSN901853,CMP043,Variable Bleed Valve (VBV),ESN700036,2021-03-19,2023-02-28,CENTER,NEW,ACTIVE
INV0001854,CSN901854,CMP044,VBV Actuator,ESN700036,2021-10-24,2023-01-05,CENTER,NEW,ACTIVE
INV0001855,CSN901855,CMP045,High Stage Bleed Valve,ESN700036,2021-05-09,2023-03-09,CENTER,NEW,ACTIVE
INV0001856,CSN901856,CMP046,Start Valve,ESN700036,2022-05-09,2023-02-21,CENTER,NEW,ACTIVE
INV0001857,CSN901857,CMP047,Exhaust Nozzle,ESN700036,2022-05-23,2023-05-30,CENTER,NEW,ACTIVE
INV0001858,CSN901858,CMP048,Exhaust Mixer,ESN700036,2021-01-19,2023-04-12,CENTER,NEW,ACTIVE
INV0001859,CSN901859,CMP049,Oil Pump,ESN700036,2022-11-24,2023-06-01,CENTER,NEW,ACTIVE
INV0001860,CSN901860,CMP050,Scavenge Pump,ESN700036,2022-06-11,2023-01-25,CENTER,NEW,ACTIVE
INV0001861,CSN901861,CMP051,Oil Filter,ESN700036,2021-04-11,2023-03-10,CENTER,NEW,ACTIVE
INV0001862,CSN901862,CMP052,Oil Pressure Transmitter,ESN700036,2022-03-09,2023-03-20,CENTER,NEW,ACTIVE
INV0001863,CSN901863,CMP053,Oil Temperature Sensor,ESN700036,2022-11-09,2023-05-22,CENTER,NEW,ACTIVE
INV0001864,CSN901864,CMP054,EGT Thermocouple Harness,ESN700036,2022-03-23,2023-03-09,CENTER,NEW,ACTIVE
INV0001865,CSN901865,CMP055,N1 Speed Sensor,ESN700036,2022-07-02,2023-02-02,CENTER,NEW,ACTIVE
INV0001866,CSN901866,CMP056,N2 Speed Sensor,ESN700036,2022-03-24,2023-06-04,CENTER,NEW,ACTIVE
INV0001867,CSN901867,CMP057,Vibration Sensor,ESN700036,2022-06-22,2023-03-09,CENTER,NEW,ACTIVE
INV0001868,CSN901868,CMP058,Chip Detector,ESN700036,2022-09-11,2023-05-09,CENTER,NEW,ACTIVE
INV0001869,CSN901869,CMP059,Accessory Gearbox,ESN700036,2022-11-08,2023-02-07,CENTER,NEW,ACTIVE
INV0001870,CSN901870,CMP060,Starter,ESN700036,2021-07-04,2023-06-27,CENTER,NEW,ACTIVE
INV0001871,CSN901871,CMP061,Integrated Drive Generator (IDG) Drive Pad,ESN700036,2022-11-16,2023-03-26,CENTER,NEW,ACTIVE
INV0001872,CSN901872,CMP062,Hydraulic Pump Drive Pad,ESN700036,2022-12-09,2023-06-22,CENTER,NEW,ACTIVE
INV0001873,CSN901873,CMP001,Fan Disk,ESN700037,2022-10-11,2023-05-24,CENTER,NEW,ACTIVE
INV0001874,CSN901874,CMP002,Fan Shaft,ESN700037,2022-01-07,2023-02-08,CENTER,NEW,ACTIVE
INV0001875,CSN901875,CMP005,Fan Case,ESN700037,2021-11-04,2023-04-28,CENTER,NEW,ACTIVE
INV0001876,CSN901876,CMP006,Spinner Cone,ESN700037,2022-09-03,2023-05-03,CENTER,NEW,ACTIVE
INV0001877,CSN901877,CMP007,Booster Rotor,ESN700037,2021-08-28,2023-01-14,CENTER,NEW,ACTIVE
INV0001878,CSN901878,CMP009,Booster Stator Assembly,ESN700037,2021-07-26,2023-02-27,CENTER,NEW,ACTIVE
INV0001879,CSN901879,CMP010,Booster Case,ESN700037,2022-04-21,2023-04-03,CENTER,NEW,ACTIVE
INV0001880,CSN901880,CMP011,HPC Stage 1 Disk,ESN700037,2021-09-22,2023-06-14,STAGE1,NEW,ACTIVE
INV0001881,CSN901881,CMP012,HPC Stage 2 Disk,ESN700037,2021-03-29,2023-01-23,STAGE2,NEW,ACTIVE
INV0001882,CSN901882,CMP013,HPC Stage 3 Disk,ESN700037,2022-02-01,2023-02-17,STAGE3,NEW,ACTIVE
INV0001883,CSN901883,CMP014,HPC Stage 4 Disk,ESN700037,2021-04-10,2023-01-22,STAGE4,NEW,ACTIVE
INV0001884,CSN901884,CMP015,HPC Stage 5 Disk,ESN700037,2021-11-15,2023-06-26,STAGE5,NEW,ACTIVE
INV0001885,CSN901885,CMP016,HPC Rotor Shaft,ESN700037,2022-08-26,2022-12-31,CENTER,NEW,ACTIVE
INV0001886,CSN901886,CMP018,Variable Stator Vane Assembly,ESN700037,2021-02-05,2023-06-21,CENTER,NEW,ACTIVE
INV0001887,CSN901887,CMP019,HPC Case,ESN700037,2021-07-11,2023-03-12,CENTER,NEW,ACTIVE
INV0001888,CSN901888,CMP020,Combustor Liner,ESN700037,2022-12-09,2023-06-09,CENTER,NEW,ACTIVE
INV0001889,CSN901889,CMP022,Dome Assembly,ESN700037,2021-02-21,2023-05-30,CENTER,NEW,ACTIVE
INV0001890,CSN901890,CMP024,HPT Stage 1 Disk,ESN700037,2021-01-12,2023-04-24,STAGE1,NEW,ACTIVE
INV0001891,CSN901891,CMP025,HPT Stage 2 Disk,ESN700037,2021-01-20,2023-04-13,STAGE2,NEW,ACTIVE
INV0001892,CSN901892,CMP028,HPT Shroud,ESN700037,2022-11-04,2023-04-07,CENTER,NEW,ACTIVE
INV0001893,CSN901893,CMP029,LPT Shaft,ESN700037,2022-06-25,2023-04-10,CENTER,NEW,ACTIVE
INV0001894,CSN901894,CMP030,LPT Stage 1 Disk,ESN700037,2022-11-26,2023-02-11,STAGE1,NEW,ACTIVE
INV0001895,CSN901895,CMP031,LPT Stage 2 Disk,ESN700037,2021-11-28,2023-01-24,STAGE2,NEW,ACTIVE
INV0001896,CSN901896,CMP034,Turbine Rear Frame,ESN700037,2021-05-25,2023-02-28,CENTER,NEW,ACTIVE
INV0001897,CSN901897,CMP035,Fuel Pump,ESN700037,2021-07-27,2023-01-07,CENTER,NEW,ACTIVE
INV0001898,CSN901898,CMP036,Hydromechanical Unit (HMU),ESN700037,2021-08-30,2023-02-15,CENTER,NEW,ACTIVE
INV0001899,CSN901899,CMP037,Fuel Filter,ESN700037,2022-12-25,2023-04-02,CENTER,NEW,ACTIVE
INV0001900,CSN901900,CMP038,Fuel Shutoff Valve,ESN700037,2022-03-27,2023-06-23,CENTER,NEW,ACTIVE
INV0001901,CSN901901,CMP039,Fuel Manifold,ESN700037,2021-12-24,2023-03-15,CENTER,NEW,ACTIVE
INV0001902,CSN901902,CMP040,Ignition Exciter,ESN700037,2022-01-05,2023-01-13,CENTER,NEW,ACTIVE
INV0001903,CSN901903,CMP041,Igniter Plug A,ESN700037,2022-05-01,2023-01-23,A,NEW,ACTIVE
INV0001904,CSN901904,CMP042,Igniter Plug B,ESN700037,2021-12-06,2023-02-01,B,NEW,ACTIVE
INV0001905,CSN901905,CMP043,Variable Bleed Valve (VBV),ESN700037,2022-02-21,2023-03-26,CENTER,NEW,ACTIVE
INV0001906,CSN901906,CMP044,VBV Actuator,ESN700037,2022-08-30,2023-02-01,CENTER,NEW,ACTIVE
INV0001907,CSN901907,CMP045,High Stage Bleed Valve,ESN700037,2022-10-19,2023-01-19,CENTER,NEW,ACTIVE
INV0001908,CSN901908,CMP046,Start Valve,ESN700037,2021-01-17,2023-05-06,CENTER,NEW,ACTIVE
INV0001909,CSN901909,CMP047,Exhaust Nozzle,ESN700037,2022-07-05,2023-01-28,CENTER,NEW,ACTIVE
INV0001910,CSN901910,CMP048,Exhaust Mixer,ESN700037,2022-09-04,2023-04-08,CENTER,NEW,ACTIVE
INV0001911,CSN901911,CMP049,Oil Pump,ESN700037,2021-11-13,2023-05-26,CENTER,NEW,ACTIVE
INV0001912,CSN901912,CMP050,Scavenge Pump,ESN700037,2021-06-29,2023-03-24,CENTER,NEW,ACTIVE
INV0001913,CSN901913,CMP051,Oil Filter,ESN700037,2021-08-28,2023-02-03,CENTER,NEW,ACTIVE
INV0001914,CSN901914,CMP052,Oil Pressure Transmitter,ESN700037,2022-07-26,2023-01-02,CENTER,NEW,ACTIVE
INV0001915,CSN901915,CMP053,Oil Temperature Sensor,ESN700037,2021-11-12,2023-04-09,CENTER,NEW,ACTIVE
INV0001916,CSN901916,CMP054,EGT Thermocouple Harness,ESN700037,2022-01-12,2023-01-26,CENTER,NEW,ACTIVE
INV0001917,CSN901917,CMP055,N1 Speed Sensor,ESN700037,2022-01-16,2023-05-13,CENTER,NEW,ACTIVE
INV0001918,CSN901918,CMP056,N2 Speed Sensor,ESN700037,2021-04-19,2023-01-06,CENTER,NEW,ACTIVE
INV0001919,CSN901919,CMP057,Vibration Sensor,ESN700037,2022-08-18,2023-01-16,CENTER,NEW,ACTIVE
INV0001920,CSN901920,CMP058,Chip Detector,ESN700037,2022-10-24,2023-02-04,CENTER,NEW,ACTIVE
INV0001921,CSN901921,CMP059,Accessory Gearbox,ESN700037,2021-10-29,2023-06-25,CENTER,NEW,ACTIVE
INV0001922,CSN901922,CMP060,Starter,ESN700037,2022-01-16,2023-06-01,CENTER,NEW,ACTIVE
INV0001923,CSN901923,CMP061,Integrated Drive Generator (IDG) Drive Pad,ESN700037,2022-11-23,2023-05-12,CENTER,NEW,ACTIVE
INV0001924,CSN901924,CMP062,Hydraulic Pump Drive Pad,ESN700037,2022-02-17,2023-05-14,CENTER,NEW,ACTIVE
INV0001925,CSN901925,CMP001,Fan Disk,ESN700038,2022-12-14,2023-03-24,CENTER,NEW,ACTIVE
INV0001926,CSN901926,CMP002,Fan Shaft,ESN700038,2021-10-17,2023-04-17,CENTER,NEW,ACTIVE
INV0001927,CSN901927,CMP005,Fan Case,ESN700038,2021-12-30,2023-03-23,CENTER,NEW,ACTIVE
INV0001928,CSN901928,CMP006,Spinner Cone,ESN700038,2022-05-24,2023-02-22,CENTER,NEW,ACTIVE
INV0001929,CSN901929,CMP007,Booster Rotor,ESN700038,2022-01-01,2023-01-24,CENTER,NEW,ACTIVE
INV0001930,CSN901930,CMP009,Booster Stator Assembly,ESN700038,2021-08-27,2023-05-04,CENTER,NEW,ACTIVE
INV0001931,CSN901931,CMP010,Booster Case,ESN700038,2021-10-29,2023-01-03,CENTER,NEW,ACTIVE
INV0001932,CSN901932,CMP011,HPC Stage 1 Disk,ESN700038,2022-06-16,2023-05-05,STAGE1,NEW,ACTIVE
INV0001933,CSN901933,CMP012,HPC Stage 2 Disk,ESN700038,2021-12-01,2023-04-29,STAGE2,NEW,ACTIVE
INV0001934,CSN901934,CMP013,HPC Stage 3 Disk,ESN700038,2022-11-24,2023-05-01,STAGE3,NEW,ACTIVE
INV0001935,CSN901935,CMP014,HPC Stage 4 Disk,ESN700038,2022-04-07,2023-02-12,STAGE4,NEW,ACTIVE
INV0001936,CSN901936,CMP015,HPC Stage 5 Disk,ESN700038,2022-05-16,2023-03-01,STAGE5,NEW,ACTIVE
INV0001937,CSN901937,CMP016,HPC Rotor Shaft,ESN700038,2022-09-01,2023-06-27,CENTER,NEW,ACTIVE
INV0001938,CSN901938,CMP018,Variable Stator Vane Assembly,ESN700038,2022-02-25,2023-06-10,CENTER,NEW,ACTIVE
INV0001939,CSN901939,CMP019,HPC Case,ESN700038,2022-03-04,2022-12-31,CENTER,NEW,ACTIVE
INV0001940,CSN901940,CMP020,Combustor Liner,ESN700038,2022-07-11,2023-06-04,CENTER,NEW,ACTIVE
INV0001941,CSN901941,CMP022,Dome Assembly,ESN700038,2021-12-29,2023-06-04,CENTER,NEW,ACTIVE
INV0001942,CSN901942,CMP024,HPT Stage 1 Disk,ESN700038,2022-01-01,2023-06-04,STAGE1,NEW,ACTIVE
INV0001943,CSN901943,CMP025,HPT Stage 2 Disk,ESN700038,2021-01-10,2023-04-01,STAGE2,NEW,ACTIVE
INV0001944,CSN901944,CMP028,HPT Shroud,ESN700038,2022-11-14,2023-06-02,CENTER,NEW,ACTIVE
INV0001945,CSN901945,CMP029,LPT Shaft,ESN700038,2021-01-20,2023-04-19,CENTER,NEW,ACTIVE
INV0001946,CSN901946,CMP030,LPT Stage 1 Disk,ESN700038,2021-10-26,2023-02-19,STAGE1,NEW,ACTIVE
INV0001947,CSN901947,CMP031,LPT Stage 2 Disk,ESN700038,2021-09-01,2023-06-28,STAGE2,NEW,ACTIVE
INV0001948,CSN901948,CMP034,Turbine Rear Frame,ESN700038,2021-11-19,2023-05-22,CENTER,NEW,ACTIVE
INV0001949,CSN901949,CMP035,Fuel Pump,ESN700038,2021-11-10,2023-01-28,CENTER,NEW,ACTIVE
INV0001950,CSN901950,CMP036,Hydromechanical Unit (HMU),ESN700038,2021-08-24,2023-05-19,CENTER,NEW,ACTIVE
INV0001951,CSN901951,CMP037,Fuel Filter,ESN700038,2021-12-08,2023-03-04,CENTER,NEW,ACTIVE
INV0001952,CSN901952,CMP038,Fuel Shutoff Valve,ESN700038,2021-06-27,2023-06-24,CENTER,NEW,ACTIVE
INV0001953,CSN901953,CMP039,Fuel Manifold,ESN700038,2021-04-24,2023-02-10,CENTER,NEW,ACTIVE
INV0001954,CSN901954,CMP040,Ignition Exciter,ESN700038,2021-08-15,2023-04-22,CENTER,NEW,ACTIVE
INV0001955,CSN901955,CMP041,Igniter Plug A,ESN700038,2021-09-09,2023-03-13,A,NEW,ACTIVE
INV0001956,CSN901956,CMP042,Igniter Plug B,ESN700038,2022-01-01,2023-06-10,B,NEW,ACTIVE
INV0001957,CSN901957,CMP043,Variable Bleed Valve (VBV),ESN700038,2021-04-28,2023-06-21,CENTER,NEW,ACTIVE
INV0001958,CSN901958,CMP044,VBV Actuator,ESN700038,2022-06-13,2023-03-11,CENTER,NEW,ACTIVE
INV0001959,CSN901959,CMP045,High Stage Bleed Valve,ESN700038,2022-11-02,2023-03-01,CENTER,NEW,ACTIVE
INV0001960,CSN901960,CMP046,Start Valve,ESN700038,2022-02-13,2023-01-21,CENTER,NEW,ACTIVE
INV0001961,CSN901961,CMP047,Exhaust Nozzle,ESN700038,2021-01-27,2023-06-18,CENTER,NEW,ACTIVE
INV0001962,CSN901962,CMP048,Exhaust Mixer,ESN700038,2022-02-09,2023-06-26,CENTER,NEW,ACTIVE
INV0001963,CSN901963,CMP049,Oil Pump,ESN700038,2022-10-21,2023-04-05,CENTER,NEW,ACTIVE
INV0001964,CSN901964,CMP050,Scavenge Pump,ESN700038,2021-10-02,2023-03-31,CENTER,NEW,ACTIVE
INV0001965,CSN901965,CMP051,Oil Filter,ESN700038,2022-07-02,2023-01-16,CENTER,NEW,ACTIVE
INV0001966,CSN901966,CMP052,Oil Pressure Transmitter,ESN700038,2021-05-17,2023-05-21,CENTER,NEW,ACTIVE
